City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,Actor,Claim,pro_anti_flag,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,File,address,Address,Latitude,Longitude
Garland,Brighter Horizons Academy,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Garland , TX, US","Garland, TX, USA",32.912624,-96.6388833
Garland,North Garland HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Garland , TX, US","Garland, TX, USA",32.912624,-96.6388833
Garland,Naaman Forest High school ,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Garland , TX, US","Garland, TX, USA",32.912624,-96.6388833
Garland,Garland High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/GHSWalkout1?s=09,,,,April,"Garland , TX, US","Garland, TX, USA",32.912624,-96.6388833
Garland,International Leadership of Texas Garland High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/GHSWalkout1?s=09,,,,April,"Garland , TX, US","Garland, TX, USA",32.912624,-96.6388833
Grand Prairie,Grand Prairie Fine Arts Academy,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Grand Prairie , TX, US","Grand Prairie, TX, USA",32.7459645,-96.9977846
Grapevine,Grapevine High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Grapevine , TX, US","Grapevine, TX, USA",32.9342919,-97.0780654
Harker Heights,Union Grove MS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Harker Heights , TX, US","Harker Heights, TX, USA",31.0835102,-97.6597376
Helotes,Sandra Day O’Connor HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Helotes , TX, US","Helotes, TX 78023, USA",29.5780056,-98.6897451
Houston,City Hall,TX,US, 4/20/2018,roughly 2000,2000,,2000,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://www.houstonpublicmedia.org/articles/news/2018/04/19/280621/organizers-of-houston-walkout-expect-about-1000-students-will-take-part-in-it/,,,"from Emery Weiner High School; St. John’s High School; Bellaire High School; Carnegie High School; Chavez High School; Energy 
High School; HAIS; High School for Performing and Visual Arts; Lamar 
High School; and Northside High School.",April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,The Kinkaid School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,YES Preparatory School - White Oak,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Bob Lanier High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Clear Lake HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Elsik High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,MacArthur Senior High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,MacArthur Ninth Grade School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,KIPP Sunnyside High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Mayde Creek High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,O’Donnell Middle School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Cypress Creek High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,School of the Woods,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Summer Creek HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Nimitz Sr High School ,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Westchester Academy for International Studies,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Spring Forest Middle School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Eastwood Academy High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Cypress Falls High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Kipp Houston High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,KIPP Voyage Academy for Girls,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Northbrook High school,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Northside High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Lamar HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Klein Forest HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Meyerland MS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Memorial High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Garden Oaks MS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Jones Futures Academy,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,KIPP Voyage High School for Girls,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,East Early College High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Strake Jesuit College Preparatory,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,St. Agnes Academy,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/maysenmoon_/status/987369164829614080,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Young Women's College Preparatory Academy,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Houston,Houston MSTC,TX,US, 4/20/2018,video: hundreds,200,,200,students,rallying for gun control,Pro-Gun Reform,walkout,,,,,,1,https://www.youtube.com/watch?v=4KT5reulpdQ,,,,April,"Houston , TX, US","Houston, TX, USA",29.7604267,-95.3698028
Humble,Atascocita High School,TX,US, 4/20/2018,about 75,75,,75,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,https://www.chron.com/neighborhood/atascocita/news/article/Atascocita-High-School-students-protest-gun-laws-12852337.php,https://twitter.com/cohleHsmith/status/987371230494896130,,,April,"Humble , TX, US","Humble, TX, USA",29.9988312,-95.2621553
Humble,Humble HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Humble , TX, US","Humble, TX, USA",29.9988312,-95.2621553
Ingleside,Ingleside High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Ingleside , TX, US","Ingleside, TX, USA",27.8778026,-97.211657
Irving,Jack E. Singley Academy,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Irving , TX, US","Irving, TX, USA",32.8140177,-96.9488945
Irving,Barabara Bush Middle School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Irving , TX, US","Irving, TX, USA",32.8140177,-96.9488945
Irving,MacArthur High School,TX,US, 4/20/2018,about 150,150,,150,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,https://www.dallasnews.com/news/education/2018/04/20/thousands-students-across-north-texas-expected-walk-school-friday-columbine-anniversary,,,,April,"Irving , TX, US","Irving, TX, USA",32.8140177,-96.9488945
Katy,Tompkins HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Katy , TX, US","Katy, TX, USA",29.7857853,-95.8243956
Katy,Katy HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Katy , TX, US","Katy, TX, USA",29.7857853,-95.8243956
Katy,Cinco Ranch High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Katy , TX, US","Katy, TX, USA",29.7857853,-95.8243956
Katy,Seven Lakes Junior High,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Katy , TX, US","Katy, TX, USA",29.7857853,-95.8243956
Katy,Seven Lakes High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Katy , TX, US","Katy, TX, USA",29.7857853,-95.8243956
Katy,Paetow High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Katy , TX, US","Katy, TX, USA",29.7857853,-95.8243956
Katy,James E. Taylor High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Katy , TX, US","Katy, TX, USA",29.7857853,-95.8243956
Katy,Morton Ranch High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Katy , TX, US","Katy, TX, USA",29.7857853,-95.8243956
Katy ,Cypress Lakes HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Katy  , TX, US","Katy, TX, USA",29.7857853,-95.8243956
Keller,Central High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://Twitter.com/centrallwalkout,,,,April,"Keller , TX, US","Keller, TX, USA",32.9341893,-97.229298
Keller,Keller High School; 601 N Pate Orr Rd,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Keller , TX, US","Keller, TX, USA",32.9341893,-97.229298
Kerrville,Tivy High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,0,0,0,0,1,1,indivisible website list,,,,April,"Kerrville , TX, US","Kerrville, TX 78028, USA",30.0474332,-99.1403189
Kilgore,Kilgore HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Kilgore , TX, US","Kilgore, TX 75662, USA",32.3862619,-94.8757709
Kingwood,Kingwood HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Kingwood , TX, US","Kingwood, Houston, TX, USA",30.0575359,-95.1902986
Kingwood,Kingwood Park High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Kingwood , TX, US","Kingwood, Houston, TX, USA",30.0575359,-95.1902986
Killeen,killeen high school,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Killeen , TX, US","Killeen, TX, USA",31.1171194,-97.7277959
Kyle ,Lehman High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Kyle  , TX, US","Kyle, TX, USA",29.9891052,-97.8772267
Lakeville,Hudson Bend MS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Lakeville , TX, US","Lakeville, TX 77449, USA",29.8689126,-95.7260332
Laredo,Nixon High school,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Laredo , TX, US","Laredo, TX, USA",27.5035613,-99.5075519
League City,Clear Falls HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"League City , TX, US","League City, TX, USA",29.5074538,-95.0949303
Leander,Leander HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Leander , TX, US","Leander, TX 78641, USA",30.5788055,-97.8530686
Leander,Leander Middle School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Leander , TX, US","Leander, TX 78641, USA",30.5788055,-97.8530686
Longview,Pine Tree HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Longview , TX, US","Longview, TX, USA",32.5007037,-94.7404891
Los Fresnos,Los Cuates Middle School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Los Fresnos , TX, US","Los Fresnos, TX 78566, USA",26.0717438,-97.4763733
Los Fresnos,Los Fresnos United,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Los Fresnos , TX, US","Los Fresnos, TX 78566, USA",26.0717438,-97.4763733
Lubbock,Lubbock High School,TX,US, 4/20/2018,dozens,24,,24,students,pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,http://kfyo.com/lubbock-high-school-students-gun-control-reform-video/,,,,April,"Lubbock , TX, US","Lubbock, TX, TX, USA",33.6927845,-101.6157773
Magnolia,Magnolia High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Magnolia , TX, US","Magnolia, TX, USA",30.2093794,-95.7507815
Mansfield,Mansfield Legacy High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Mansfield , TX, US","Mansfield, TX, USA",32.5631924,-97.1416768
Mansfield,Regene Worley Middle School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Mansfield , TX, US","Mansfield, TX, USA",32.5631924,-97.1416768
Mansfield,Mansfield Lake Ridge High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Mansfield , TX, US","Mansfield, TX, USA",32.5631924,-97.1416768
Mcallen,Lamar Academy,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Mcallen , TX, US","McAllen, TX, USA",26.2034071,-98.2300124
Mcallen,Fossum Middle School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Mcallen , TX, US","McAllen, TX, USA",26.2034071,-98.2300124
McKinney,McKinney High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,0,0,0,0,1,1,indivisible website list,,,,April,"McKinney , TX, US","McKinney, TX, USA",33.1972465,-96.6397822
McKinney,McKinney Boyd High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"McKinney , TX, US","McKinney, TX, USA",33.1972465,-96.6397822
McKinney,McKinney North High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,http://www.wfaa.com/article/news/education/student-walkouts-on-columbine-anniversary-across-north-texas/287-543504371,,,,April,"McKinney , TX, US","McKinney, TX, USA",33.1972465,-96.6397822
Mercedes,Science Academy of South Texas,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Mercedes , TX, US","Mercedes, TX, USA",26.1497977,-97.9136112
Mesquite,John horn high school,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,indivisible website list,,,,April,"Mesquite , TX, US","Mesquite, TX, USA",32.7667955,-96.5991593
Mission,Veterans Memorial High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,indivisible website list,,,,April,"Mission , TX, US","Mission, TX, USA",26.2159066,-98.3252932
Mission,Sharyland High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,0,0,0,0,1,1,indivisible website list,,,,April,"Mission , TX, US","Mission, TX, USA",26.2159066,-98.3252932
Mount Pleasant,Mount Pleasant High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,0,0,0,0,1,1,indivisible website list,,,,April,"Mount Pleasant , TX, US","Mt Pleasant, TX 75455, USA",33.1567863,-94.968269
Murphy,Murphy MS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Murphy , TX, US","Murphy, TX, USA",33.0151205,-96.6130486
New Braunfels,New Braunfels High School,TX,US, 4/20/2018,hundreds,200,,200,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,http://herald-zeitung.com/news/article_4f37572e-44f2-11e8-91e8-671f7248a3d7.html,,,,April,"New Braunfels , TX, US","New Braunfels, TX, USA",29.7030024,-98.1244531
North Richland Hills,Birdville Center of Technology and Advanced Learning,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,https://twitter.com/BCTALWalkout,,,,April,"North Richland Hills , TX, US","North Richland Hills, TX, USA",32.8342952,-97.2289029
North Richland Hills,Richland High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/WalkoutRhs,,,,April,"North Richland Hills , TX, US","North Richland Hills, TX, USA",32.8342952,-97.2289029
Odessa,New Tech Odessa,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Odessa , TX, US","Odessa, TX, USA",31.8456816,-102.3676431
Pearland,Pearland High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://mobile.twitter.com/PHS_Walkout,,,,April,"Pearland , TX, US","Pearland, TX, USA",29.5635666,-95.2860474
Pearland,Glenda Dawson HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Pearland , TX, US","Pearland, TX, USA",29.5635666,-95.2860474
Pflugerville,Hendrickson High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Pflugerville , TX, US","Pflugerville, TX, USA",30.4548451,-97.6222665
Pflugerville,Harmony Science Academy,TX,US, 4/20/2018,hundreds,200,,200,students,support gun reform and school safety,Pro-Gun Reform,walkout,0,0,0,0,1,1,https://twitter.com/RickKennedyTX17/status/987849355976675328,,,,April,"Pflugerville , TX, US","Pflugerville, TX, USA",30.4548451,-97.6222665
Pflugerville,Pfield,TX,US, 4/20/2018,about 35,35,,35,students,rallying for gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,https://www.statesman.com/news/local/pflugerville-students-join-national-school-walkout-protest/ozopn8ob1esxqljRymIX8H/,,,,April,"Pflugerville , TX, US","Pflugerville, TX, USA",30.4548451,-97.6222665
Pharr,PSJA Southwest ECHS,TX,US, 4/20/2018,about 35,35,,35,students,rallying for gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,https://www.statesman.com/news/local/pflugerville-students-join-national-school-walkout-protest/ozopn8ob1esxqljRymIX8H/,,,,April,"Pharr , TX, US","Pharr, TX 78577, USA",26.1947962,-98.1836216
Plano,Bowman MS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Plano , TX, US","Plano, TX, USA",33.0198431,-96.6988856
Plano,Collin College - Spring Creek Campus,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://m.facebook.com/groups/220507945176866,,,,April,"Plano , TX, US","Plano, TX, USA",33.0198431,-96.6988856
Plano,Jasper HS,TX,US, 4/20/2018,nearly 100,100,,100,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,https://www.dallasnews.com/news/education/2018/04/20/thousands-students-across-north-texas-expected-walk-school-friday-columbine-anniversary,,,,April,"Plano , TX, US","Plano, TX, USA",33.0198431,-96.6988856
Plano,Plano Senior High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/PlanoWalkout,,,,April,"Plano , TX, US","Plano, TX, USA",33.0198431,-96.6988856
Plano,Plano ISD Academy High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Plano , TX, US","Plano, TX, USA",33.0198431,-96.6988856
Plano,Plano East Senior High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Plano , TX, US","Plano, TX, USA",33.0198431,-96.6988856
Plano,Plano West Senior High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Plano , TX, US","Plano, TX, USA",33.0198431,-96.6988856
Plano,Shepton HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,@sheptonwalkout,,,,April,"Plano , TX, US","Plano, TX, USA",33.0198431,-96.6988856
Poteet,Poteet High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Poteet , TX, US","Poteet, TX 78065, USA",29.0405241,-98.5680739
Prosper,Prosper HS,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Prosper , TX, US","Prosper, TX 75078, USA",33.2362278,-96.80111
Richardson,J.J. Pearce High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Richardson , TX, US","Richardson, TX, USA",32.9483335,-96.7298519
Richardson,Apollo Junior High School,TX,US, 4/20/2018,video: 25 to 40,25,,40,students,rallying for gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,http://wjon.com/apollo-students-walkout-of-class-to-protest-gun-violence-video/,,,,April,"Richardson , TX, US","Richardson, TX, USA",32.9483335,-96.7298519
Richardson,J J Pearce High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Richardson , TX, US","Richardson, TX, USA",32.9483335,-96.7298519
Richmond,William B. Travis High School,TX,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Richmond , TX, US","Richmond, TX, USA",29.5821811,-95.7607832
